Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brunei Darussalam,BRN,7545.787986,7181.571417,7373.614744,8550.927695,8596.849491,8463.156511,8431.867164,8614.091373,8589.471243,8840.797912,8810.345981,8783.627603,9240.670982,9873.545426,10290.93802,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bulgaria,BGR,3673.606871,3859.090025,3853.819004,3997.902596,3971.822736,4165.180392,4366.912765,4523.322878,4674.503151,4483.747139,4560.414917,4863.691441,4761.912583,4639.706323,4708.927458,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cambodia,KHM,32.74307766,36.5163234,50.32553739,51.49278117,55.71510296,66.75026774,80.72590994,100.5851409,114.5936984,127.9303627,144.2824498,165.1145373,207.2331472,221.544449,271.3672049,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cameroon,CMR,175.2616872,165.1713771,155.0349211,167.1342119,192.3598158,186.4277865,245.6694113,253.7601808,267.1317241,264.9328279,261.4885349,256.333087,247.4253636,252.2047533,275.1979743,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Canada,CAN,17037.07228,16840.19375,16960.63967,17208.52352,17264.73674,16948.27522,16508.33955,16683.13366,16377.4797,15450.73069,15269.74548,15644.54028,15336.62486,15750.81163,15588.48715,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chile,CHL,2499.291178,2628.686877,2727.867469,2897.792879,3064.444946,3095.649042,3222.41447,3339.463325,3338.289965,3296.541125,3306.953699,3583.584239,3807.50765,3879.859848,3879.67342,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,China,CHN,992.9433847,1076.549121,1194.856295,1379.484632,1585.838782,1782.312153,2039.01466,2325.926769,2446.369055,2612.45662,2943.589954,3295.784868,3466.019539,3757.185088,3905.317598,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Colombia,COL,845.5975169,865.909134,873.264416,876.4128864,912.1837359,909.2160143,961.0447708,988.5793229,988.4539075,1065.607653,1094.560942,1139.659863,1170.073931,1310.664698,1312.199493,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Dem. Rep.",COD,96.56978765,95.5428467,89.73030179,90.20801962,88.18729489,89.45733367,101.7709237,105.2457136,101.2064072,106.7918735,104.6560836,108.0216267,112.1836565,117.0283067,108.5167041,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Rep.",COG,95.60596274,104.7257088,115.3947467,114.766585,105.3990522,117.3133855,125.7628881,125.383018,135.3612763,144.7387466,140.1583345,147.6731132,214.6247714,213.0763092,202.8725144,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Costa Rica,CRI,1506.926791,1485.842848,1558.430031,1643.590992,1679.464616,1721.151118,1822.838339,1885.517635,1889.035996,1845.052324,1887.983299,1885.352441,1942.831521,1939.853369,1942.4906,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cote d'Ivoire,CIV,173.9932639,182.2224577,176.6528225,174.3788344,173.3953543,171.6743996,181.7123768,187.103084,195.6587027,200.5070305,215.0203108,196.9217998,234.7870172,233.1634907,274.7302239,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Croatia,HRV,2828.815062,2993.272463,3191.409738,3257.889868,3429.354644,3582.246073,3744.468715,3846.674077,3990.29632,3818.422501,3922.310867,3900.601361,3819.280253,3754.268698,3714.382988,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cuba,CUB,1137.921864,1157.848199,1185.124839,1193.40807,1175.339227,1155.077091,1227.218208,1302.448459,1323.398868,1334.763138,1303.154964,1332.512094,1379.216979,1435.557838,1450.882819,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Curacao,CUW,7291.199761,7222.174867,7282.999884,7521.02019,7571.241207,7613.070072,7243.041936,7323.540845,7149.712092,7423.399372,7471.268233,7379.119677,5062.858345,4934.274681,4797.670436,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cyprus,CYP,3373.306986,3455.26381,3703.294274,3918.225536,3946.912639,4099.616896,4238.131129,4377.141095,4554.498654,4577.04248,4585.585156,4239.7254,4035.078755,3587.832841,3624.933502,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Czechia,CZE,5703.816739,5892.172595,5894.233119,6074.849142,6230.398228,6357.421095,6528.53015,6518.217413,6489.126257,6139.35206,6348.424398,6298.727678,6304.571923,6284.790806,6258.891037,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Denmark,DNK,6482.488628,6490.092993,6533.752014,6602.63638,6615.569959,6659.000427,6824.745939,6668.390266,6534.12385,6219.701092,6327.506456,6165.97362,6038.552307,6039.432,5858.801536,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominican Republic,DOM,1327.774654,1288.233118,1390.376636,1365.261832,1128.537879,1234.657197,1330.233685,1359.052972,1377.86965,1325.712644,1394.82587,1428.073703,1499.358166,1551.716691,1615.514607,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ecuador,ECU,634.8806805,646.8617834,688.4790274,715.7988397,823.8216174,794.5268276,862.4847513,952.8170215,1077.413327,1104.950911,1137.95685,1212.026987,1277.037196,1329.367238,1376.393633,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Egypt, Arab Rep.",EGY,976.9646224,1028.770654,1078.952963,1146.635584,1190.272786,1261.963549,1333.29136,1424.56825,1470.56458,1537.256725,1576.039626,1685.818794,1685.468926,1684.911332,1683.213258,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,El Salvador,SLV,614.9869309,626.6238187,667.2102076,693.685014,690.0958382,755.4372647,817.0220885,882.1106454,855.7076614,846.0981558,857.0674999,880.5959263,915.6895517,958.9733671,937.0744722,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eritrea,ERI,75.03011019,81.6938074,87.05959834,89.58189477,86.4031261,85.61362148,79.50081711,81.76096431,79.01313251,83.33547014,85.79258948,89.29768769,92.92010348,95.07983201,96.63457996,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Estonia,EST,4540.492561,4680.447946,4767.462935,5158.602778,5429.525522,5531.545829,5869.424789,6277.411463,6364.56783,5975.953811,6506.318181,6314.414448,6689.367776,6664.658569,6732.367473,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ethiopia,ETH,22.75582252,26.570061,26.23246613,28.62662281,30.77876001,33.53141756,37.4828615,39.56648274,40.99317774,42.15457735,48.29988402,52.5516284,57.21096369,64.05566078,69.1987454,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Finland,FIN,15305.40981,15709.88325,16140.06697,16445.57256,16777.56585,16117.89033,17215.03729,17160.86312,16349.23333,15243.11039,16484.09428,15710.97376,15689.22331,15510.8355,15249.98938,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,France,FRA,7224.526985,7342.256436,7299.248579,7529.551025,7661.490447,7652.863698,7540.29589,7513.57933,7643.451037,7338.042919,7734.727021,7232.978684,7363.423235,7367.843768,6939.943525,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gabon,GAB,880.0358853,899.8352952,926.0193587,936.4019437,915.9484351,916.1842436,945.3593484,969.7364802,981.8654522,942.6836847,957.4262412,966.9784861,988.7539243,1079.760273,1167.851594,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Georgia,GEO,1574.391404,1583.559873,1653.380721,1749.863857,1814.45966,1916.479029,1769.171675,1829.976908,1881.537211,1833.044561,2049.544524,2289.134849,2329.92587,2498.340357,2693.97276,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Germany,DEU,6635.421406,6762.653396,6900.780527,7009.726492,7108.962524,7138.221485,7212.437448,7229.089913,7187.764009,6817.158398,7264.322591,7281.272174,7270.152523,7217.529089,7035.482975,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ghana,GHA,326.1605334,332.0354089,305.9806851,217.9244761,216.901507,242.7726544,293.2205767,241.2912833,261.2902689,260.105698,277.4861626,315.1524519,342.200517,375.9446394,351.3014757,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gibraltar,GIB,3893.053634,3860.270852,3894.444964,3993.119548,4008.502885,4244.175546,4368.641532,4474.406395,4795.948764,5035.456767,5121.333929,4939.300167,5081.270615,5431.234048,5692.9372,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greece,GRC,4586.32987,4719.147217,4909.639698,5091.292424,5200.024354,5297.200025,5434.576469,5701.330854,5805.192546,5627.883706,5333.439556,5389.333122,5534.897159,5028.995794,5062.606422,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guatemala,GTM,332.1897665,359.5987555,364.8481937,453.8742172,486.9064354,486.1645073,540.4390869,552.4961496,540.8572883,549.9211082,556.0430604,550.2869363,550.2659935,578.9026189,601.1897311,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Haiti,HTI,35.79951421,35.19650219,30.61405862,28.7636959,28.29641646,37.3017096,37.66807237,25.48619659,23.73900775,35.92553046,24.52429403,31.28613747,46.14219092,43.84332089,39.05580876,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Honduras,HND,488.401417,495.4152246,516.6491636,540.2231224,538.9297446,573.402644,583.9439005,634.9474676,656.0618372,624.3574235,617.8563738,663.9805581,636.6388248,643.17606,619.837087,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Hong Kong SAR, China",HKG,5446.661665,5549.945638,5647.899646,5713.882451,5782.560625,5878.441848,5882.807601,5907.349305,5883.037742,5950.83754,5973.349278,5959.895922,6031.244318,5941.160902,6083.269936,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Hungary,HUN,3309.283711,3426.722902,3545.170756,3637.278332,3680.168467,3771.364614,3882.490664,3976.518977,3988.767694,3773.153807,3876.491084,3898.823143,3923.042324,3892.113701,3965.958233,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iceland,ISL,26201.52558,26950.39443,27896.89868,27666.38689,28215.45225,27988.02968,31328.3868,36852.54489,50063.95433,51259.18763,51439.90869,52373.87701,53202.83366,54799.17471,53832.47909,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,India,IND,393.6462478,393.8101981,410.6447839,430.4831633,451.6115461,468.025754,509.2140548,541.7383952,561.2475814,598.4982419,640.3946068,696.8426815,723.2369166,764.2011341,804.5163493,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Indonesia,IDN,390.4236575,411.4679009,417.4959637,428.8558214,474.3743828,500.6507859,516.0339127,546.153483,570.0604734,593.9429677,635.9852472,680.2820222,733.3738901,773.9908142,811.9098582,910
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Iran, Islamic Rep.",IRN,1546.506347,1643.979857,1745.26785,1888.68811,2009.520375,2079.560256,2221.196825,2307.290873,2422.580797,2505.854213,2659.955255,2681.504789,2784.621808,2830.811233,3022.121939,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iraq,IRQ,1240.978383,1240.696429,1264.924541,1040.105944,1202.257155,836.5190777,981.8521659,782.0504727,769.3652084,863.1092566,1237.039488,1314.226173,1141.140994,1427.720026,1328.230493,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ireland,IRL,5796.055581,5896.939225,6035.686646,6092.548994,6168.398988,6241.715574,6351.099111,6218.313404,6340.733045,5947.909489,5927.86868,5657.538159,5651.008483,5698.756179,5672.064134,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Israel,ISR,6323.103832,6400.217425,6502.739726,6597.306307,6525.921574,6572.199535,6711.229567,7003.24508,7134.002846,6607.887143,6953.276667,6930.000773,7184.501612,6710.093678,6600.89828,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Italy,ITA,5299.856479,5406.491722,5539.703837,5652.519542,5687.997573,5731.101557,5833.467297,5804.325964,5757.960611,5368.390567,5493.711037,5514.803615,5397.741477,5159.183655,5002.40668,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jamaica,JAM,2276.341791,2277.633504,2345.476509,2408.61758,2380.168637,2397.080292,2371.829362,1926.86371,1160.370959,1222.17338,1216.169287,1204.91222,1037.60281,1013.044345,1050.732539,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Japan,JPN,8299.409506,8162.014644,8266.099102,8164.933682,8393.257723,8539.010589,8542.478139,8710.025703,8270.007731,8020.273806,8594.909034,8099.598695,7998.346771,7988.58331,7819.714636,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jordan,JOR,1289.605944,1324.049398,1401.594805,1442.206125,1551.904299,1578.315951,1678.865241,1784.729405,1847.639729,1812.205491,1845.338338,1846.700017,1917.808524,1854.327366,1864.932387,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kazakhstan,KAZ,3169.523341,3512.035501,3558.327279,3768.792568,3859.192816,4012.073919,4261.212294,4487.28613,4658.571898,4447.324403,4728.011591,4892.734896,5180.65351,5345.468427,5600.208465,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kenya,KEN,104.3968793,113.8862396,113.1200738,118.689293,125.8584649,128.164183,135.8600415,139.4359842,138.8721909,139.7982553,147.8443701,148.7090613,150.4392902,160.9842323,164.3252601,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Dem. People's Rep.",PRK,712.3705541,735.1840761,713.3843282,750.941895,779.5138699,807.0141076,785.2465277,749.1629228,803.6563174,728.1297051,742.9678958,656.0103289,652.9670729,619.0657655,601.6890634,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Rep.",KOR,5906.959333,6309.203405,6673.937704,6977.317662,7390.794147,7796.314674,8039.796283,8462.206543,8772.287463,8877.574933,9716.126081,10129.95709,10305.32898,10384.62216,10496.51367,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kosovo,XKX,1557.058824,1968.075789,1953.815697,1908.461924,2111.318521,2169.095663,2225.018842,2395.863861,2644.526129,2558.084877,2649.689133,2946.957007,2859.821173,2917.304002,2818.337231,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kuwait,KWT,14066.14663,14513.57004,15143.72311,16387.66373,16686.22285,17076.49912,17765.80565,17093.27299,17031.18588,16519.0793,16757.33417,15900.92846,16053.85965,15195.17738,15590.61258,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kyrgyz Republic,KGZ,1696.064021,1445.875715,1365.94065,1644.359844,1417.908986,1374.307519,1377.433696,1456.229595,1378.720364,1323.723367,1371.721214,1649.258332,1809.102582,1887.020071,1941.221832,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Latvia,LVA,2082.321387,2213.360603,2307.186518,2493.930169,2607.45996,2777.38198,2966.609973,3169.077295,3213.12144,3026.611489,3229.951062,3264.05332,3587.932866,3472.541385,3507.404521,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lebanon,LBN,2513.548806,2480.581929,2535.743705,2499.784658,2407.768061,2384.884015,2296.964553,2396.72086,2559.423432,2729.467906,3046.195244,2948.276651,2487.89191,2766.439326,2588.864544,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Libya,LBY,2221.768893,2255.638131,2772.144477,2947.756846,3106.216057,3427.887521,3792.335287,3792.771825,3156.431865,3142.328146,3361.748865,2839.083797,2241.259636,2320.599334,1811.054601,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lithuania,LTU,2516.905098,2695.906268,2848.913483,3087.655148,3196.849344,3187.03108,3353.304327,3564.206785,3733.626495,3622.290317,3470.78503,3529.918778,3607.703798,3663.671197,3821.14517,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Luxembourg,LUX,15668.11827,15616.32977,15980.2768,16258.88449,16300.11242,15644.14672,16456.60412,16352.3218,15937.78778,14425.96473,16829.96254,15586.08423,14703.94353,14193.16843,13914.67845,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,North Macedonia,MKD,2907.691169,2811.956664,2794.832283,3149.834737,3181.234945,3413.105007,3488.825759,3660.280912,3712.935378,3452.04082,3601.452844,3909.083092,3704.433287,3571.165563,3513.954972,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
